id./;steamID./;name./;price./;short_descritiption./;genres./;publishers./;roda_linux./;release_date
101./;3270./;Painkiller Overdose./;4.99./;The critically-acclaimed and award-winning FPS franchise is back! Packed with tons of fast-paced, adrenaline-fueled single player and multiplayer action, Painkiller Overdose brings with it 6 innovative new demonic weapons, mind-bending physics, lightning-player maps, over 40 demented and sickly-twisted monsters from Hell and gigantic end..../;Prime Matter./;Action./;Nao./;30/10/2007
102./;3300./;Bejeweled 2 Deluxe./;4.99./;With awe-inspiring planetary backdrops, explosive new gems and dazzling special effects, Bejeweled 2 is more wildly addictive than ever before../;PopCap Games, Inc./Electronic Arts./;Casual./;Nao./;30/8/2006
103./;3310./;Chuzzle Deluxe./;4.99./;Drag the rows of fuzzy Chuzzles up and down, left and right, to match colors, and they'll pop and return to their test-tube home. Choose from four play modes and two difficulty levels../;PopCap Games, Inc./Electronic Arts./;Casual./;Nao./;30/8/2006
104./;3320./;Insaniquarium Deluxe./;4.99./;The craziest aquarium game ever! Tend to your fish, keep them happy and they'll reward you with coins and jewels. Buy tank upgrades or egg parts which hatch different in-tank pets. These pets can help you feed your fish, collect coins, or even protect against the aliens that will invade your tank../;PopCap Games, Inc./Electronic Arts./;Casual./;Nao./;30/8/2006
105./;3330./;Zuma Deluxe./;4.99./;Deep in the jungle lie hidden temples bursting with traps and trickery, and it's up to you to uncover their treasures. Fire magical balls from your stone frog idol to make matches of three or more and clear the deadly chain before it reaches the golden skull../;PopCap Games, Inc./Electronic Arts./;Casual./;Nao./;30/8/2006
106./;3340./;AstroPop Deluxe./;4.99./;In a world where most puzzle games are the same, head into outer space to find something new and exciting! Before the descending bricks crush your dreams (and your space ship), use your powerful magnet to move and match same-colored bricks../;PopCap Games, Inc../;Casual./;Nao./;30/8/2006
107./;3350./;Bejeweled Deluxe./;4.99./;In the game, you must swap two adjacent gems to line up three or more of the same jewel type horizontally or vertically to eliminate them. Keep playing until there are no moves left or you've conquered the board. Bejeweled's gameplay can be fun for both kids and adults../;PopCap Games, Inc./Electronic Arts./;Casual./;Nao./;30/8/2006
108./;3360./;Big Money! Deluxe./;4.99./;Here's your chance to strike it rich! Grab as much loot as you can before your pile of coins reaches the top of the window. If you move fast enough to fill the money meter, you'll score a moneybag. Collect enough bags, and you'll join the ranks of the rich and famous../;PopCap Games, Inc../;Casual./;Nao./;30/8/2006
109./;3380./;Dynomite Deluxe./;4.99./;It's prehistoric egg-blasting fun! Use your slingshot to match three or more dino eggs of the same color... and watch them explode! Can you blast all the eggs before Mama Brontosaurus tramples your game?./;PopCap Games, Inc../;Casual./;Nao./;30/8/2006
110./;3390./;Feeding Frenzy 2 Deluxe./;4.99./;The feeding frenzy begins again! Swim and swerve through underwater worlds, chow down on smaller fish, and chomp your way to ocean supremacy. But watch out: boatloads of pesky predators are looking to make lunch out of you../;PopCap Games, Inc./Electronic Arts./;Casual./;Nao./;30/8/2006
111./;3410./;Heavy Weapon Deluxe./;4.99./;It's shoot-'em-up arcade action at its best! Use an incredible assortment of heavy artillery to blast away enemy tanks and planes, and fight your way to victory. What are you waiting for? Pull yourself up by your bootstraps and get into the action!./;PopCap Games, Inc../;Casual./;Nao./;30/8/2006
112./;3420./;Iggle Pop Deluxe./;4.99./;Journey to the Land of Fuzz to collect colorful Iggles and deliver them to their color-coded destinations. But look out for the nasty Zoogs - they're dying to get their grubby hands on those adorable Iggles../;PopCap Games, Inc../;Casual./;Nao./;30/8/2006
113./;3430./;Pizza Frenzy Deluxe./;4.99./;Pizza Frenzy is a wacky action puzzler that puts you in charge of your own pizza delivery empire! Reflexes and quick thinking are required to juggle all the orders. This fast-paced game will keep your mouse clicking with rewarding action and pattern matching../;PopCap Games, Inc../;Casual./;Nao./;30/8/2006
114./;3450./;Typer Shark! Deluxe./;4.99./;Sink your teeth into an action-packed educational adventure. Hungry sharks and piranhas are on the hunt for food as you SCUBA dive into the deep blue unknown. But if you can type words fast enough, they'll be zapped before they can turn you into lunch../;PopCap Games, Inc../;Casual./;Nao./;30/8/2006
115./;3460./;Talismania Deluxe./;4.99./;King Midas accidentally turned his own daughter into gold! Use his special powers to perform acts of goodness instead of greed. Help Midas connect magical talismans to release gold coins and help the poor. If you help enough people, Zeus will change Midas' daughter back to her old self../;PopCap Games, Inc../;Casual./;Nao./;30/8/2006
116./;3480./;Peggle Deluxe./;4.99./;Take your best shot with energizing arcade fun! Aim, shoot, clear the orange pegs, then sit back and cheer as 10 whimsical teachers guide you to Peggle greatness../;PopCap Games, Inc./Electronic Arts./;Casual./;Nao./;6/3/2007
117./;3483./;Peggle Extreme./;0./;Mayday! The Peggle Institute has been invaded by a host of other-worldly creatures. It's up to you, Peggle Master, to report to duty and shoot and bounce the critters to oblivion. Take your best shot with energizing arcade fun, now exclusively themed with art and sounds from The Orange Box!./;PopCap Games, Inc../;Casual./;Nao./;11/9/2007
118./;3490./;Venice Deluxe./;0./;Venice is sinking and only you can save it! From the floating fortress of your golden gondola, you'll restore the city by returning its lost treasures. Sling costly coins, launch lovely lyres and ricochet ruby rings into the corresponding spaces overhead../;PopCap Games, Inc../;Casual./;Nao./;25/6/2007
119./;3500./;Mystery P.I.™ - The Lottery Ticket./;4.99./;You are the world-famous Mystery P.I. and you've been hired by Grandma Rose to find her $488 million dollar winning lottery ticket that has gone missing! Retrace Grandma's steps to collect clues by finding hidden objects and solving puzzles. Search the city for the clues and piece them together to solve the case../;PopCap Games, Inc../;Casual./;Nao./;16/10/2007
120./;3510./;Amazing Adventures The Lost Tomb™./;4.99./;You are an adventure seeker who travels the world in search of forgotten & lost treasures. Search for hidden objects and circumvent unique puzzle traps to recover the most sought after treasures the world has ever known. A newly-discovered fragment of an ancient map is believed to reveal the location of the Lost Tomb of Egypt../;PopCap Games, Inc../;Casual./;Nao./;13/12/2007
121./;3520./;Mystery P.I.™ - The Vegas Heist./;4.99./;The heist of the century has just happened! You've been hired by the casino to find & return the stolen money before its grand opening in 16 hours. Search for over 2300 cleverly hidden objects in 25 intriguing locations to solve the Vegas Heist. Two addictive ways to play: Vegas Heist mode and Unlimited Seek &amp; Find mode../;PopCap Games, Inc../;Casual./;Nao./;5/6/2008
122./;3530./;Amazing Adventures Around the World./;4.99./;Pieces of an ancient stone tablet have started turning up around the globe and the Museum needs your help to locate the pieces and find the most expensive gem ever known...the &#147;World Diamond&#148;. Under the direction of the Museum, you must immediately begin your global seek & find adventure../;PopCap Games, Inc../;Casual./;Nao./;15/4/2009
123./;3540./;Peggle™ Nights./;4.99./;Join the Peggle Masters on a dreamtime adventure of alter egos and peg-tastic action. Stay up late to aim, shoot and clear orange pegs, and bask in Extreme Fever glory under the silver moon../;PopCap Games, Inc./Electronic Arts./;Casual./;Nao./;15/10/2008
124./;3560./;Bejeweled Twist./;4.99./;Get set for a vivid sensory rush as you spin and match explosive gems for shockwaves of fun. Rotate jewels freely to set up electrifying combos, outwit surprising obstacles like Locks and Bombs, and create high-voltage Flame and Lightning gems../;PopCap Games, Inc./Electronic Arts./;Casual/Strategy./;Nao./;18/11/2008
125./;3570./;Mystery P.I.™ - The New York Fortune./;4.99./;A fun loving & eccentric New York billionaire has hidden the will to his vast fortune somewhere in New York City! His family only has 17 hours to locate the will or their Grandpa's entire estate will be given to his cat & dog. You are the world famous Mystery P.I. and the family has hired you to track down the clues hidden all over NYC../;PopCap Games, Inc../;Casual./;Nao./;28/1/2009
126./;3580./;The Wizard's Pen™./;4.99./;The Wizard has vanished! The clues to his whereabouts are in his workbook, but all the pages are blank. You'll need the Wizard's magic pen - and your powers of perception - to guess the image on each page. The better your guess, the higher your score, and the closer you are to finding the Wizard../;PopCap Games, Inc../;Casual./;Nao./;18/2/2009
127./;3590./;Plants vs. Zombies GOTY Edition./;4.99./;Zombies are invading your home, and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks../;PopCap Games, Inc./Electronic Arts./;Strategy./;Nao./;5/5/2009
128./;3600./;Escape Rosecliff Island./;4.99./;An unexpected storm has left you shipwrecked on a mysterious and remote private island. Seek & find cleverly hidden objects and solve puzzles to find a way off the island! Find over 2100 hidden objects in 25 intriguing and mysterious locations to find items that will help you escape!./;PopCap Games, Inc../;Casual./;Nao./;15/4/2009
129./;3610./;Mystery P.I. - Lost in Los Angeles./;4.99./;Seek & Find the Hollywood Blockbuster! The only copy of this year's biggest blockbuster movie has gone missing the day before the VIP Hollywood premiere. You are the world famous Mystery P.I. and have been hired to track down and return the lost movie. Seek & Find over 2100 hidden objects in 25 stunning L.A../;PopCap Games, Inc../;Casual./;Nao./;27/7/2009
130./;3620./;Zuma's Revenge!./;4.99./;An irresistible force has taken our fearless frog to an island where the puzzle-action of Zuma has evolved in amazing ways… but evil spirits and tenacious tiki bosses rule the land! Survive by firing stone spheres to destroy the deadly stream of balls. Conquer over 60 levels!./;PopCap Games, Inc./Electronic Arts./;Action/Casual./;Nao./;15/9/2009
